#time,accel_x,accel_y,accel_z
1251.901936,7179.997637,-6661.853478,842.705048
1251.902267,7105.977043,-6365.771101,919.314598
1251.902597,7105.977043,-6439.791695,995.924147
1251.902928,7105.977043,-6587.832884,842.705048
1251.903258,6883.915261,-5995.668130,1685.410096
1251.903589,7031.956449,-6365.771101,1378.971896
1251.903919,7105.977043,-6439.791695,1532.190996
1251.904250,7105.977043,-6587.832884,1532.190996
1251.904580,6957.935855,-6217.729913,919.314598
1251.904910,7031.956449,-6809.894666,1225.752797
1251.905241,7031.956449,-6957.935855,1149.143247
1251.905571,6957.935855,-7031.956449,1072.533697
1251.905902,6661.853478,-6439.791695,1149.143247
1251.906232,6735.874072,-6735.874072,536.266849
1251.906563,6587.832884,-7105.977043,1378.971896
1251.906893,6735.874072,-6883.915261,842.705048
1251.907224,6809.894666,-6587.832884,919.314598
1251.907554,6809.894666,-6883.915261,842.705048
1251.907885,7254.018232,-6513.812290,536.266849
1251.908215,7179.997637,-6143.709319,1072.533697
1251.908546,7105.977043,-6735.874072,1225.752797
1251.908876,7254.018232,-6365.771101,1149.143247
1251.909207,7476.080014,-6513.812290,1378.971896
1251.909537,7105.977043,-6439.791695,1149.143247
1251.909868,7105.977043,-6513.812290,383.047749
1251.910198,7179.997637,-6661.853478,919.314598
1251.910529,7105.977043,-6661.853478,1149.143247
1251.910859,7031.956449,-5995.668130,1455.581446
1251.911189,7105.977043,-6365.771101,1149.143247
1251.911520,7105.977043,-6291.750507,1149.143247
1251.911850,6809.894666,-6439.791695,995.924147
1251.912181,6661.853478,-6217.729913,842.705048
1251.912511,6883.915261,-6587.832884,919.314598
1251.912842,6587.832884,-6661.853478,842.705048
1251.913172,6735.874072,-7031.956449,995.924147
1251.913503,7105.977043,-7105.977043,1302.362347
1251.913833,6809.894666,-6735.874072,842.705048
1251.914164,6439.791695,-7105.977043,995.924147
1251.914494,6735.874072,-7105.977043,842.705048
1251.914825,6883.915261,-6735.874072,919.314598
1251.915155,6957.935855,-6513.812290,1378.971896
1251.915486,6735.874072,-5921.647536,1378.971896
1251.915816,7105.977043,-6069.688724,842.705048
1251.916147,7179.997637,-6291.750507,919.314598
1251.916477,7105.977043,-6365.771101,919.314598
1251.916808,7179.997637,-5995.668130,919.314598
1251.917138,7105.977043,-6217.729913,1149.143247
1251.917468,7254.018232,-6587.832884,1072.533697
1251.917799,7179.997637,-6217.729913,1149.143247
1251.918129,6809.894666,-6661.853478,995.924147
1251.918460,7105.977043,-6439.791695,1302.362347
1251.918790,7031.956449,-6291.750507,995.924147
1251.919121,6735.874072,-6735.874072,842.705048
1251.919451,6809.894666,-6439.791695,1378.971896
1251.919782,7031.956449,-6217.729913,1685.410096
1251.920112,7179.997637,-6513.812290,459.657299
1251.920443,6809.894666,-6291.750507,766.095498
1251.920773,6735.874072,-6587.832884,1149.143247
1251.921104,7031.956449,-6587.832884,995.924147
1251.921434,6513.812290,-6883.915261,1532.190996
1251.921765,7031.956449,-6883.915261,995.924147
1251.922095,7105.977043,-6957.935855,842.705048
1251.922426,7179.997637,-6809.894666,1225.752797
1251.922756,7105.977043,-6513.812290,1149.143247
1251.923086,7105.977043,-6587.832884,1532.190996
1251.923417,7402.059420,-6291.750507,1072.533697
1251.923747,7105.977043,-6587.832884,689.485948
1251.924078,6957.935855,-6291.750507,1225.752797
1251.924408,7402.059420,-5995.668130,612.876398
1251.924739,6957.935855,-6883.915261,1149.143247
1251.925069,6883.915261,-6291.750507,1072.533697
