#time,accel_x,accel_y,accel_z
1443.667532,6883.915261,-6883.915261,1072.533697
1443.667862,6735.874072,-6661.853478,995.924147
1443.668192,7031.956449,-7031.956449,842.705048
1443.668522,6883.915261,-6809.894666,1072.533697
1443.668852,6587.832884,-7031.956449,842.705048
1443.669182,7105.977043,-6661.853478,1072.533697
1443.669513,7105.977043,-5847.626942,536.266849
1443.669843,7179.997637,-6587.832884,612.876398
1443.670173,7402.059420,-6439.791695,919.314598
1443.670503,7402.059420,-6439.791695,1149.143247
1443.670833,7105.977043,-5699.585753,995.924147
1443.671163,7328.038826,-5773.606348,919.314598
1443.671493,7476.080014,-6291.750507,995.924147
1443.671823,7105.977043,-6513.812290,1149.143247
1443.672154,7254.018232,-6217.729913,1532.190996
1443.672484,7179.997637,-6069.688724,1149.143247
1443.672814,6957.935855,-6513.812290,995.924147
1443.673144,6661.853478,-6217.729913,1225.752797
1443.673474,6661.853478,-6587.832884,919.314598
1443.673804,6587.832884,-6661.853478,1225.752797
1443.674134,6883.915261,-6735.874072,1685.410096
1443.674464,6883.915261,-6587.832884,1072.533697
1443.674794,7105.977043,-7105.977043,1455.581446
1443.675125,6735.874072,-6513.812290,1532.190996
1443.675455,6439.791695,-6439.791695,1378.971896
1443.675785,6809.894666,-6661.853478,766.095498
1443.676115,6587.832884,-7031.956449,612.876398
1443.676445,6809.894666,-7179.997637,919.314598
1443.676775,7179.997637,-6883.915261,1149.143247
1443.677105,6883.915261,-6365.771101,1225.752797
1443.677435,7031.956449,-6809.894666,919.314598
1443.677766,6957.935855,-6587.832884,1072.533697
1443.678096,7031.956449,-6661.853478,766.095498
1443.678426,6735.874072,-6587.832884,1149.143247
1443.678756,7031.956449,-6217.729913,1225.752797
1443.679086,7254.018232,-6661.853478,995.924147
1443.679416,6809.894666,-6513.812290,1072.533697
1443.679746,7105.977043,-6439.791695,995.924147
1443.680076,7476.080014,-6661.853478,689.485948
1443.680406,7105.977043,-6735.874072,1225.752797
1443.680737,6735.874072,-6291.750507,842.705048
1443.681067,6957.935855,-6809.894666,766.095498
1443.681397,7105.977043,-7105.977043,995.924147
1443.681727,7105.977043,-6809.894666,919.314598
1443.682057,7105.977043,-6957.935855,995.924147
1443.682387,6809.894666,-6735.874072,1225.752797
1443.682717,6735.874072,-6513.812290,766.095498
1443.683047,6883.915261,-6513.812290,1302.362347
1443.683378,6735.874072,-7031.956449,1149.143247
1443.683708,6957.935855,-6661.853478,766.095498
1443.684038,7105.977043,-6809.894666,1149.143247
1443.684368,6957.935855,-6291.750507,1149.143247
1443.684698,7698.141797,-6587.832884,689.485948
1443.685028,7624.121203,-6365.771101,612.876398
1443.685358,7254.018232,-6513.812290,1225.752797
1443.685688,7254.018232,-6291.750507,842.705048
1443.686019,7624.121203,-5921.647536,919.314598
1443.686349,7476.080014,-6365.771101,1225.752797
1443.686679,7179.997637,-5995.668130,995.924147
1443.687009,6957.935855,-6439.791695,1072.533697
1443.687339,6661.853478,-6217.729913,1149.143247
1443.687669,6439.791695,-5847.626942,1762.019645
1443.687999,6809.894666,-6291.750507,919.314598
1443.688329,6957.935855,-6291.750507,612.876398
1443.688659,6809.894666,-6661.853478,1072.533697
1443.688990,6587.832884,-6809.894666,1225.752797
1443.689320,6809.894666,-6735.874072,1225.752797
1443.689650,6809.894666,-6957.935855,1302.362347
1443.689980,6809.894666,-6735.874072,1378.971896
1443.690310,6735.874072,-7031.956449,689.485948
1443.690640,6735.874072,-7105.977043,612.876398
1443.690970,7031.956449,-7031.956449,919.314598
1443.691300,7179.997637,-6587.832884,536.266849
1443.691631,7105.977043,-6365.771101,1225.752797
1443.691961,6883.915261,-6809.894666,612.876398
1443.692291,7328.038826,-6883.915261,229.828649
1443.692621,7105.977043,-6661.853478,766.095498
1443.692951,6809.894666,-6957.935855,1072.533697
1443.693281,7105.977043,-6587.832884,1455.581446
1443.693611,6661.853478,-6217.729913,1302.362347
1443.693941,7105.977043,-6587.832884,689.485948
1443.694272,7031.956449,-6291.750507,995.924147
1443.694602,7179.997637,-6365.771101,919.314598
1443.694932,7105.977043,-6661.853478,995.924147
1443.695262,6513.812290,-5995.668130,2145.067394
