#time,accel_x,accel_y,accel_z
1446.352650,6587.832884,-6883.915261,1149.143247
1446.352980,7105.977043,-6883.915261,1149.143247
1446.353310,6957.935855,-6809.894666,306.438199
1446.353641,6883.915261,-6661.853478,1762.019645
1446.353971,7105.977043,-6735.874072,1072.533697
1446.354301,7402.059420,-6439.791695,1532.190996
1446.354631,6957.935855,-6439.791695,1685.410096
1446.354961,6883.915261,-7031.956449,1225.752797
1446.355292,7105.977043,-6513.812290,842.705048
1446.355622,7105.977043,-6587.832884,1225.752797
1446.355952,6809.894666,-6291.750507,766.095498
1446.356282,6957.935855,-5995.668130,1225.752797
1446.356612,6883.915261,-6809.894666,1225.752797
1446.356943,7031.956449,-6439.791695,1149.143247
1446.357273,6809.894666,-6365.771101,919.314598
1446.357603,6439.791695,-6217.729913,536.266849
1446.357933,6735.874072,-6661.853478,1302.362347
1446.358263,7105.977043,-6735.874072,919.314598
1446.358594,6809.894666,-6809.894666,612.876398
1446.358924,6587.832884,-6809.894666,1072.533697
1446.359254,6809.894666,-6809.894666,919.314598
1446.359584,6661.853478,-6883.915261,689.485948
1446.359914,6735.874072,-6735.874072,1072.533697
1446.360245,6809.894666,-7105.977043,1149.143247
1446.360575,7179.997637,-6957.935855,1455.581446
1446.360905,7105.977043,-5921.647536,1225.752797
1446.361235,7105.977043,-6587.832884,766.095498
1446.361565,7179.997637,-6291.750507,612.876398
1446.361896,7105.977043,-6661.853478,1072.533697
1446.362226,7179.997637,-6587.832884,766.095498
1446.362556,7179.997637,-6143.709319,459.657299
1446.362886,7402.059420,-5847.626942,1072.533697
1446.363216,7254.018232,-6143.709319,842.705048
1446.363547,6883.915261,-6587.832884,1149.143247
1446.363877,7254.018232,-6069.688724,919.314598
1446.364207,7105.977043,-6439.791695,1378.971896
1446.364537,6883.915261,-6365.771101,842.705048
1446.364867,6883.915261,-6365.771101,995.924147
1446.365197,6957.935855,-6883.915261,1532.190996
1446.365528,6957.935855,-6587.832884,1378.971896
1446.365858,6957.935855,-6735.874072,689.485948
1446.366188,6957.935855,-6661.853478,842.705048
1446.366518,6661.853478,-6439.791695,1149.143247
1446.366848,7105.977043,-6809.894666,1685.410096
1446.367179,6809.894666,-6587.832884,766.095498
1446.367509,6735.874072,-6365.771101,919.314598
1446.367839,6883.915261,-6587.832884,612.876398
1446.368169,7402.059420,-6883.915261,1149.143247
1446.368499,7105.977043,-6661.853478,1149.143247
1446.368830,6957.935855,-6883.915261,919.314598
1446.369160,7031.956449,-6735.874072,1149.143247
