#time,accel_x,accel_y,accel_z
1416.079938,6957.935855,-6735.874072,919.314598
1416.080269,6809.894666,-6735.874072,1225.752797
1416.080599,7105.977043,-6513.812290,995.924147
1416.080929,7031.956449,-7105.977043,766.095498
1416.081260,6661.853478,-6883.915261,1225.752797
1416.081590,7031.956449,-6883.915261,766.095498
1416.081920,6957.935855,-6587.832884,1225.752797
1416.082251,6957.935855,-6365.771101,1149.143247
1416.082581,7031.956449,-6735.874072,1072.533697
1416.082911,7402.059420,-6587.832884,842.705048
1416.083242,7179.997637,-6809.894666,995.924147
1416.083572,7179.997637,-6513.812290,1378.971896
1416.083902,7105.977043,-6661.853478,919.314598
1416.084233,6957.935855,-6883.915261,919.314598
1416.084563,6883.915261,-6439.791695,919.314598
1416.084893,6809.894666,-6587.832884,1455.581446
1416.085224,6661.853478,-5921.647536,995.924147
1416.085554,6957.935855,-6587.832884,1302.362347
1416.085885,6735.874072,-6513.812290,1149.143247
1416.086215,7105.977043,-5995.668130,919.314598
1416.086545,6291.750507,-6809.894666,995.924147
1416.086876,6587.832884,-6735.874072,1149.143247
1416.087206,6957.935855,-6883.915261,1072.533697
1416.087536,6809.894666,-6809.894666,1225.752797
1416.087867,6809.894666,-6735.874072,1072.533697
1416.088197,7254.018232,-6957.935855,766.095498
1416.088527,6661.853478,-6809.894666,766.095498
1416.088858,6661.853478,-7031.956449,766.095498
1416.089188,7105.977043,-6661.853478,689.485948
1416.089518,7105.977043,-6217.729913,1149.143247
1416.089849,7328.038826,-6291.750507,612.876398
1416.090179,7550.100608,-6217.729913,1225.752797
1416.090509,7624.121203,-6365.771101,995.924147
1416.090840,7105.977043,-6365.771101,995.924147
1416.091170,7328.038826,-5847.626942,1149.143247
1416.091500,7179.997637,-6291.750507,995.924147
1416.091831,7402.059420,-6365.771101,1072.533697
1416.092161,7550.100608,-6291.750507,1225.752797
1416.092491,7105.977043,-6291.750507,1149.143247
1416.092822,7624.121203,-6217.729913,842.705048
1416.093152,7179.997637,-6291.750507,1072.533697
1416.093482,6735.874072,-6365.771101,842.705048
1416.093813,6809.894666,-6587.832884,842.705048
1416.094143,6291.750507,-6661.853478,1302.362347
1416.094473,6513.812290,-7105.977043,1225.752797
1416.094804,6957.935855,-6809.894666,1378.971896
1416.095134,7031.956449,-6587.832884,1149.143247
1416.095464,7031.956449,-7254.018232,1149.143247
1416.095795,6883.915261,-6513.812290,1532.190996
1416.096125,6587.832884,-7179.997637,919.314598
1416.096455,7105.977043,-6809.894666,612.876398
1416.096786,6883.915261,-6291.750507,1225.752797
1416.097116,7031.956449,-6587.832884,1149.143247
1416.097446,7624.121203,-6809.894666,1455.581446
1416.097777,7105.977043,-6439.791695,842.705048
1416.098107,6957.935855,-6661.853478,995.924147
1416.098437,6883.915261,-6587.832884,995.924147
1416.098768,6809.894666,-6365.771101,1149.143247
1416.099098,7031.956449,-6587.832884,842.705048
1416.099428,6883.915261,-6809.894666,1302.362347
1416.099759,6957.935855,-6809.894666,1225.752797
1416.100089,7105.977043,-6291.750507,1149.143247
1416.100419,7031.956449,-5921.647536,919.314598
1416.100750,6735.874072,-6587.832884,842.705048
1416.101080,6735.874072,-6809.894666,689.485948
1416.101410,6513.812290,-6735.874072,1225.752797
1416.101741,6513.812290,-7105.977043,1225.752797
1416.102071,7031.956449,-6883.915261,919.314598
1416.102401,6957.935855,-7105.977043,1072.533697
1416.102732,6735.874072,-6809.894666,842.705048
1416.103062,6809.894666,-6735.874072,689.485948
1416.103392,7105.977043,-6587.832884,919.314598
1416.103723,7031.956449,-6439.791695,842.705048
1416.104053,7105.977043,-6661.853478,1149.143247
1416.104383,7105.977043,-6661.853478,1149.143247
1416.104714,7254.018232,-6587.832884,995.924147
1416.105044,7402.059420,-6217.729913,1302.362347
1416.105374,7328.038826,-6365.771101,919.314598
1416.105705,7254.018232,-6217.729913,995.924147
1416.106035,7254.018232,-6217.729913,766.095498
1416.106365,7254.018232,-6143.709319,766.095498
1416.106696,7105.977043,-5995.668130,919.314598
1416.107026,7031.956449,-6217.729913,1455.581446
1416.107356,7179.997637,-6439.791695,1149.143247
1416.107687,7105.977043,-6143.709319,1225.752797
1416.108017,6587.832884,-5773.606348,1608.800546
1416.108347,7328.038826,-6143.709319,1302.362347
1416.108678,6735.874072,-6513.812290,1225.752797
1416.109008,6809.894666,-6735.874072,1149.143247
1416.109338,6809.894666,-6291.750507,1149.143247
1416.109669,6957.935855,-6661.853478,919.314598
1416.109999,6735.874072,-7031.956449,919.314598
1416.110329,6809.894666,-7105.977043,689.485948
1416.110660,6735.874072,-6809.894666,995.924147
1416.110990,6661.853478,-6661.853478,1608.800546
1416.111320,7105.977043,-6661.853478,1072.533697
1416.111651,7105.977043,-6587.832884,1225.752797
1416.111981,7105.977043,-6883.915261,1072.533697
1416.112311,7402.059420,-6735.874072,766.095498
1416.112642,7402.059420,-6069.688724,1149.143247
1416.112972,7031.956449,-6439.791695,1302.362347
1416.113302,7105.977043,-6217.729913,1455.581446
1416.113633,7105.977043,-6291.750507,995.924147
1416.113963,6735.874072,-6809.894666,766.095498
1416.114293,6735.874072,-6957.935855,1149.143247
1416.114624,7031.956449,-6587.832884,919.314598
1416.114954,6809.894666,-6661.853478,1225.752797
1416.115284,6883.915261,-6291.750507,1149.143247
1416.115615,7254.018232,-6365.771101,306.438199
1416.115945,6661.853478,-7105.977043,1072.533697
1416.116275,6957.935855,-6883.915261,1302.362347
1416.116606,6809.894666,-6809.894666,1302.362347
1416.116936,6661.853478,-6735.874072,1149.143247
1416.117266,6735.874072,-6513.812290,1072.533697
1416.117597,6735.874072,-7031.956449,842.705048
1416.117927,6735.874072,-6809.894666,1072.533697
1416.118257,6513.812290,-6957.935855,766.095498
1416.118588,6957.935855,-6883.915261,1149.143247
1416.118918,7105.977043,-6291.750507,1072.533697
1416.119248,6957.935855,-6439.791695,766.095498
1416.119579,7105.977043,-6217.729913,689.485948
