#time,accel_x,accel_y,accel_z
1211.753071,7328.038826,-6217.729913,689.485948
1211.753402,6883.915261,-6439.791695,995.924147
1211.753732,6735.874072,-6439.791695,383.047749
1211.754063,6735.874072,-6587.832884,995.924147
1211.754393,7031.956449,-5847.626942,1149.143247
1211.754724,7402.059420,-6291.750507,1072.533697
1211.755055,7550.100608,-6217.729913,1378.971896
1211.755385,7254.018232,-6143.709319,919.314598
1211.755716,6587.832884,-6291.750507,842.705048
1211.756046,6735.874072,-6661.853478,1072.533697
1211.756377,6809.894666,-6513.812290,919.314598
1211.756707,6957.935855,-6513.812290,766.095498
1211.757038,6809.894666,-6661.853478,919.314598
1211.757369,7105.977043,-6735.874072,766.095498
1211.757699,7031.956449,-6957.935855,1149.143247
1211.758030,6735.874072,-6513.812290,689.485948
1211.758360,6513.812290,-6957.935855,919.314598
1211.758691,7105.977043,-6957.935855,1149.143247
1211.759021,7328.038826,-7328.038826,1149.143247
1211.759352,7328.038826,-6291.750507,995.924147
1211.759682,7328.038826,-6143.709319,1378.971896
1211.760013,7402.059420,-6069.688724,1225.752797
1211.760344,7550.100608,-5995.668130,1149.143247
1211.760674,7105.977043,-6513.812290,1378.971896
1211.761005,6957.935855,-6513.812290,919.314598
1211.761335,6957.935855,-6587.832884,919.314598
1211.761666,6957.935855,-6513.812290,1072.533697
1211.761996,7105.977043,-5773.606348,1302.362347
1211.762327,7179.997637,-6439.791695,1302.362347
1211.762658,7105.977043,-6587.832884,1455.581446
1211.762988,6587.832884,-6513.812290,919.314598
1211.763319,6587.832884,-6513.812290,766.095498
1211.763649,6587.832884,-7105.977043,919.314598
1211.763980,6809.894666,-7105.977043,995.924147
1211.764310,6587.832884,-7031.956449,1302.362347
1211.764641,6735.874072,-6735.874072,1072.533697
1211.764972,6809.894666,-6957.935855,1455.581446
1211.765302,6809.894666,-6439.791695,995.924147
1211.765633,6439.791695,-7328.038826,919.314598
1211.765963,6735.874072,-6883.915261,536.266849
1211.766294,7105.977043,-6957.935855,1149.143247
1211.766624,7105.977043,-6291.750507,919.314598
1211.766955,7328.038826,-6365.771101,1149.143247
1211.767286,7402.059420,-6291.750507,1149.143247
1211.767616,7550.100608,-6439.791695,1072.533697
1211.767947,7105.977043,-6957.935855,689.485948
1211.768277,7031.956449,-6291.750507,919.314598
1211.768608,7105.977043,-6217.729913,842.705048
1211.768938,7105.977043,-6513.812290,919.314598
1211.769269,6883.915261,-6587.832884,1302.362347
1211.769599,7031.956449,-5921.647536,766.095498
1211.769930,7624.121203,-5921.647536,1149.143247
1211.770261,6957.935855,-6143.709319,766.095498
1211.770591,6513.812290,-6661.853478,842.705048
1211.770922,6957.935855,-6883.915261,1149.143247
1211.771252,7105.977043,-6809.894666,1072.533697
1211.771583,7179.997637,-6587.832884,919.314598
1211.771913,7328.038826,-6735.874072,995.924147
1211.772244,7031.956449,-6883.915261,1225.752797
1211.772575,7105.977043,-6661.853478,766.095498
1211.772905,6069.688724,-6883.915261,766.095498
1211.773236,6735.874072,-6735.874072,612.876398
1211.773566,7105.977043,-6883.915261,1225.752797
1211.773897,7105.977043,-6143.709319,919.314598
1211.774227,7328.038826,-6069.688724,1149.143247
1211.774558,7550.100608,-5847.626942,1072.533697
1211.774889,7402.059420,-6439.791695,919.314598
1211.775219,7031.956449,-6587.832884,919.314598
1211.775550,6883.915261,-6883.915261,1378.971896
1211.775880,7105.977043,-6587.832884,1149.143247
1211.776211,6809.894666,-6291.750507,1072.533697
1211.776541,7105.977043,-6439.791695,919.314598
1211.776872,7031.956449,-5847.626942,1149.143247
1211.777203,7476.080014,-6365.771101,1455.581446
1211.777533,6661.853478,-6291.750507,995.924147
1211.777864,6365.771101,-6661.853478,1072.533697
1211.778194,6439.791695,-6735.874072,766.095498
1211.778525,6143.709319,-7031.956449,1685.410096
1211.778855,7031.956449,-6735.874072,1378.971896
1211.779186,6809.894666,-6661.853478,842.705048
1211.779516,6809.894666,-7105.977043,1149.143247
1211.779847,6587.832884,-7031.956449,766.095498
1211.780178,6735.874072,-6513.812290,1149.143247
1211.780508,6587.832884,-7031.956449,689.485948
1211.780839,6957.935855,-7179.997637,1149.143247
1211.781169,7254.018232,-6957.935855,1072.533697
1211.781500,7624.121203,-6513.812290,842.705048
1211.781830,7328.038826,-6291.750507,1378.971896
1211.782161,7254.018232,-6587.832884,995.924147
1211.782492,7105.977043,-6439.791695,1149.143247
1211.782822,7105.977043,-6291.750507,1302.362347
1211.783153,6661.853478,-6809.894666,689.485948
1211.783483,6883.915261,-6365.771101,459.657299
1211.783814,6735.874072,-6661.853478,995.924147
1211.784144,7179.997637,-6513.812290,1225.752797
1211.784475,7328.038826,-6365.771101,1302.362347
1211.784806,7179.997637,-6513.812290,689.485948
1211.785136,7031.956449,-6217.729913,995.924147
1211.785467,6735.874072,-6735.874072,766.095498
1211.785797,7105.977043,-6809.894666,1072.533697
1211.786128,7031.956449,-6957.935855,766.095498
1211.786458,6957.935855,-6365.771101,1302.362347
1211.786789,6735.874072,-6661.853478,1149.143247
1211.787119,6957.935855,-6587.832884,919.314598
1211.787450,6661.853478,-6587.832884,919.314598
1211.787781,6661.853478,-6883.915261,1302.362347
1211.788111,6735.874072,-6587.832884,995.924147
1211.788442,7179.997637,-6513.812290,842.705048
1211.788772,7698.141797,-6587.832884,842.705048
1211.789103,7550.100608,-5995.668130,1532.190996
1211.789433,7402.059420,-6143.709319,995.924147
1211.789764,7402.059420,-6513.812290,1072.533697
1211.790095,6957.935855,-6587.832884,919.314598
1211.790425,6809.894666,-6513.812290,919.314598
1211.790756,6513.812290,-6291.750507,1532.190996
1211.791086,7031.956449,-5995.668130,1072.533697
1211.791417,7031.956449,-6735.874072,1378.971896
1211.791747,7105.977043,-6365.771101,1532.190996
1211.792078,7105.977043,-6439.791695,1225.752797
1211.792409,6809.894666,-6143.709319,1455.581446
1211.792739,6587.832884,-6587.832884,995.924147
1211.793070,6439.791695,-6661.853478,919.314598
1211.793400,6883.915261,-6883.915261,842.705048
